,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW)
16516,11,5,6.0,0.0,24.21,0.26,30.79,3.27,0.0,0.14,0.0
16517,11,6,6.0,0.0,23.66,0.03,32.95,6.43,0.0,0.28,0.0
16518,11,7,6.0,0.0,23.62,0.01,33.67,6.88,2.37,0.0,0.0
16519,11,8,6.0,0.0,23.62,0.0,34.69,7.78,2.31,0.0,126.713
16520,11,9,6.0,0.0,23.82,0.0,35.37,9.13,5.08,0.75,343.055
16521,11,10,6.0,0.0,24.18,0.0,32.66,10.47,2.01,2.17,507.59
16522,11,11,6.0,0.0,24.55,0.0,31.68,12.72,1.54,4.41,626.92
16523,11,12,6.0,0.0,25.6,0.66,33.09,14.07,11.11,6.53,683.296
16524,11,13,6.0,0.0,25.94,0.94,30.87,13.17,4.79,8.38,681.255
16525,11,14,6.0,0.0,25.92,0.92,31.24,12.27,15.12,9.07,616.986
16526,11,15,6.0,0.0,26.03,1.03,32.06,11.37,14.19,9.25,519.3
16527,11,16,6.0,0.0,25.59,0.59,33.22,11.37,3.39,7.9,350.706
16528,11,17,6.0,0.0,25.14,0.46,37.07,12.72,4.78,6.38,129.036
16529,11,18,6.0,0.0,24.69,0.41,38.08,12.72,3.54,5.2,0.0
16530,11,19,6.0,0.0,24.36,0.25,36.49,11.82,2.47,4.57,0.0
16531,11,20,6.0,0.0,24.05,0.05,35.88,10.92,1.54,4.24,0.0
16532,11,21,6.0,0.0,23.93,0.08,35.44,10.02,6.16,3.8,0.0
16533,11,22,6.0,0.0,23.67,0.01,35.85,9.13,6.48,3.12,0.0
16534,11,23,6.0,0.0,23.62,0.01,36.7,5.08,6.63,0.32,0.0
16535,11,24,6.0,0.0,23.52,0.0,36.15,2.38,2.32,0.59,0.0
16536,11,1,7.0,0.0,23.28,0.0,35.59,2.38,0.0,0.0,0.0
16537,11,2,7.0,0.0,24.44,0.0,34.64,1.92,0.0,0.0,0.0
16538,11,3,7.0,0.0,24.91,0.0,38.39,2.37,0.0,0.0,0.0
16539,11,4,7.0,0.0,24.03,0.03,34.82,1.92,0.0,0.17,0.0
16540,11,5,7.0,0.0,24.03,0.0,34.68,3.27,0.0,0.0,0.0
16541,11,6,7.0,0.0,23.68,0.0,37.95,6.41,0.0,0.12,0.0
16542,11,7,7.0,0.0,23.61,0.01,38.38,6.88,0.0,0.0,0.0
16543,11,8,7.0,0.0,23.74,0.01,41.75,7.78,2.38,0.01,58.435
16544,11,9,7.0,0.0,23.94,0.01,43.2,9.13,2.32,1.37,47.0791
16545,11,10,7.0,0.0,23.95,0.01,42.66,10.47,2.32,2.19,76.4633
16546,11,11,7.0,0.0,23.96,0.01,40.92,12.72,1.54,3.36,56.6143
16547,11,12,7.0,0.0,24.59,0.51,43.13,14.07,11.13,5.14,73.1882
16548,11,13,7.0,0.0,24.7,0.8,45.92,13.17,9.28,5.22,91.2838
16549,11,14,7.0,0.0,24.56,0.7,46.76,12.27,15.15,5.33,64.2586
16550,11,15,7.0,0.0,24.61,0.72,47.05,11.37,14.23,5.94,83.9213
16551,11,16,7.0,0.0,24.18,0.27,46.76,11.37,3.87,5.74,25.5725
16552,11,17,7.0,0.0,23.93,0.04,46.43,12.72,3.87,5.44,18.152
16553,11,18,7.0,0.0,23.9,0.03,46.29,12.72,3.55,5.43,0.0
16554,11,19,7.0,0.0,23.94,0.01,45.55,11.82,2.47,4.88,0.0
16555,11,20,7.0,0.0,23.96,0.01,43.92,10.92,1.55,4.87,0.0
16556,11,21,7.0,0.0,23.84,0.08,42.23,10.02,6.18,4.05,0.0
16557,11,22,7.0,0.0,23.63,0.01,39.38,9.13,6.49,2.32,0.0
16558,11,23,7.0,0.0,23.62,0.01,34.15,5.08,6.64,0.0,0.0
16559,11,24,7.0,0.0,23.27,0.0,29.12,2.38,0.0,0.0,0.0
16560,11,1,1.0,0.0,22.12,0.0,28.95,2.38,0.0,0.0,0.0
16561,11,2,1.0,0.0,23.41,0.0,28.17,1.92,0.0,0.0,0.0
16562,11,3,1.0,0.0,23.76,0.0,31.25,2.37,0.0,0.0,0.0
16563,11,4,1.0,0.0,23.03,0.0,23.39,1.92,0.0,0.0,0.0
16564,11,5,1.0,0.0,22.76,0.0,21.28,3.27,0.0,0.0,0.0
16565,11,6,1.0,0.0,22.08,0.0,20.94,6.41,0.0,0.0,0.0
16566,11,7,1.0,0.0,21.84,0.0,20.56,6.88,0.0,0.0,0.0
16567,11,8,1.0,0.0,22.02,0.0,22.33,7.78,2.39,0.0,127.852
16568,11,9,1.0,0.0,22.27,0.0,22.81,9.13,2.33,0.0,364.086
16569,11,10,1.0,0.0,22.53,0.0,22.29,10.47,2.33,0.0,555.813
16570,11,11,1.0,0.0,23.03,0.0,21.84,12.72,1.55,0.0,693.985
16571,11,12,1.0,0.0,23.91,0.3,22.92,14.07,11.15,0.0,754.101
16572,11,13,1.0,0.0,24.24,0.63,22.55,13.17,9.3,0.0,771.307
16573,11,14,1.0,0.0,24.17,0.56,20.14,12.27,15.19,0.0,708.986
16574,11,15,1.0,0.0,24.22,0.61,19.85,11.37,14.26,0.09,589.71
16575,11,16,1.0,0.0,23.76,0.15,19.92,11.37,3.88,0.14,398.756
16576,11,17,1.0,0.0,23.61,0.0,20.0,12.72,3.87,0.0,144.959
16577,11,18,1.0,0.0,23.61,0.0,19.51,12.72,3.57,0.0,0.0
16578,11,19,1.0,0.0,23.61,0.0,19.14,11.82,2.47,0.0,0.0
16579,11,20,1.0,0.0,23.61,0.0,18.83,10.92,1.55,0.0,0.0
16580,11,21,1.0,0.0,23.61,0.0,18.82,10.02,6.2,0.0,0.0
16581,11,22,1.0,0.0,23.57,0.0,18.08,9.13,6.51,0.0,0.0
16582,11,23,1.0,0.0,22.99,0.0,16.92,5.08,6.66,0.0,0.0
16583,11,24,1.0,0.0,22.45,0.0,14.58,2.38,0.0,0.0,0.0
16584,11,1,2.0,0.0,20.45,0.0,15.84,2.38,0.0,0.0,0.0
16585,11,2,2.0,0.0,22.37,0.0,15.43,1.92,0.0,0.0,0.0
16586,11,3,2.0,0.0,23.21,0.0,18.99,2.37,0.0,0.0,0.0
16587,11,4,2.0,0.0,23.53,0.13,21.29,1.92,0.0,0.0,0.0
16588,11,5,2.0,0.0,23.12,0.0,16.69,3.27,0.0,0.0,0.0
16589,11,6,2.0,0.0,22.02,0.0,16.47,6.43,0.0,0.0,0.0
16590,11,7,2.0,0.0,21.95,0.0,17.48,6.88,2.39,0.0,0.0
16591,11,8,2.0,0.0,22.05,0.0,18.35,7.78,2.33,0.0,128.19
16592,11,9,2.0,0.0,22.6,0.0,19.89,9.13,5.12,0.0,361.227
16593,11,10,2.0,0.0,22.99,0.0,19.67,10.47,2.02,0.0,545.262
16594,11,11,2.0,0.0,23.42,0.0,19.47,12.72,1.55,0.0,676.325
16595,11,12,2.0,0.0,24.09,0.48,22.2,14.07,11.18,0.0,727.256
16596,11,13,2.0,0.0,24.21,0.6,22.13,13.17,4.82,0.27,716.6
16597,11,14,2.0,0.0,24.2,0.6,20.18,12.27,15.22,0.75,664.363
16598,11,15,2.0,0.0,24.44,0.74,19.13,11.37,14.29,1.02,555.678
16599,11,16,2.0,0.0,24.03,0.27,18.59,11.37,3.42,1.08,378.708
16600,11,17,2.0,0.0,23.77,0.15,19.47,12.72,4.82,0.64,136.824
16601,11,18,2.0,0.0,23.74,0.13,20.55,12.72,3.57,0.02,0.0
16602,11,19,2.0,0.0,23.63,0.02,21.5,11.82,2.49,0.0,0.0
16603,11,20,2.0,0.0,23.62,0.01,22.11,10.92,1.55,0.0,0.0
16604,11,21,2.0,0.0,23.65,0.04,22.93,10.02,6.2,0.0,0.0
16605,11,22,2.0,0.0,23.6,0.0,23.08,9.13,6.53,0.0,0.0
16606,11,23,2.0,0.0,22.95,0.0,22.93,5.08,6.68,0.0,0.0
16607,11,24,2.0,0.0,22.52,0.0,21.5,2.38,2.33,0.0,0.0
16608,11,1,3.0,0.0,20.25,0.0,23.81,2.38,0.0,0.0,0.0
16609,11,2,3.0,0.0,22.4,0.0,21.8,1.92,0.0,0.0,0.0
16610,11,3,3.0,0.0,23.39,0.0,24.78,2.37,0.0,0.0,0.0
16611,11,4,3.0,0.0,22.83,0.0,20.54,1.92,0.0,0.0,0.0
16612,11,5,3.0,0.0,23.29,0.0,20.44,3.27,0.0,0.0,0.0
16613,11,6,3.0,0.0,22.9,0.0,22.95,6.43,0.0,0.0,0.0
16614,11,7,3.0,0.0,22.89,0.0,24.76,6.88,2.38,0.0,0.0
16615,11,8,3.0,0.0,22.92,0.0,27.46,7.78,2.33,0.0,99.0138
16616,11,9,3.0,0.0,23.48,0.0,29.79,9.13,5.14,0.0,274.718
16617,11,10,3.0,0.0,23.63,0.0,29.44,10.47,2.02,0.0,512.571
16618,11,11,3.0,0.0,23.92,0.0,28.4,12.72,1.55,1.1,589.665
16619,11,12,3.0,0.0,24.61,0.53,29.77,14.07,11.21,2.91,604.484
16620,11,13,3.0,0.0,25.11,0.77,29.68,13.17,4.82,3.96,684.454
16621,11,14,3.0,0.0,25.28,0.75,29.41,12.27,15.25,4.43,646.156
16622,11,15,3.0,0.0,25.3,0.87,29.48,11.37,14.33,4.19,537.21
16623,11,16,3.0,0.0,24.64,0.42,29.89,11.37,3.42,3.62,360.172
16624,11,17,3.0,0.0,24.17,0.27,32.74,12.72,4.82,2.76,127.074
16625,11,18,3.0,0.0,23.9,0.24,34.9,12.72,3.58,2.14,0.0
16626,11,19,3.0,0.0,23.68,0.08,35.66,11.82,2.49,2.02,0.0
16627,11,20,3.0,0.0,23.62,0.01,35.55,10.92,1.55,1.35,0.0
16628,11,21,3.0,0.0,23.62,0.01,35.25,10.02,6.22,1.7,0.0
16629,11,22,3.0,0.0,23.62,0.01,34.35,9.13,6.53,1.07,0.0
16630,11,23,3.0,0.0,23.62,0.01,32.39,5.08,6.7,0.0,0.0
16631,11,24,3.0,0.0,23.41,0.0,29.98,2.38,2.33,0.0,0.0
16632,11,1,4.0,0.0,22.68,0.0,29.77,2.38,0.0,0.0,0.0
16633,11,2,4.0,0.0,24.0,0.0,29.08,1.92,0.0,0.0,0.0
16634,11,3,4.0,0.0,24.49,0.0,32.68,2.37,0.0,0.0,0.0
16635,11,4,4.0,0.0,23.53,0.0,29.11,1.92,0.0,0.03,0.0
16636,11,5,4.0,0.0,23.23,0.0,29.56,3.27,0.0,0.02,0.0
16637,11,6,4.0,0.0,23.05,0.0,33.03,6.43,0.0,0.03,0.0
16638,11,7,4.0,0.0,23.22,0.0,35.11,6.88,2.38,0.0,0.0
16639,11,8,4.0,0.0,23.53,0.0,38.22,7.78,2.34,0.0,107.724
16640,11,9,4.0,0.0,23.69,0.0,42.17,9.13,5.15,0.31,270.772
16641,11,10,4.0,0.0,24.04,0.0,42.39,10.47,2.03,2.08,389.051
16642,11,11,4.0,0.0,24.42,0.0,41.54,12.72,1.55,4.92,400.195
16643,11,12,4.0,0.0,25.61,0.67,42.84,14.07,11.23,10.08,652.638
16644,11,13,4.0,0.0,25.86,0.86,41.35,13.17,4.84,18.38,563.757
16645,11,14,4.0,0.0,25.86,0.87,40.3,12.27,15.29,19.2,511.177
16646,11,15,4.0,0.0,25.96,0.97,40.07,11.37,14.35,16.53,505.545
16647,11,16,4.0,0.0,25.54,0.54,41.46,11.37,3.43,11.25,339.904
16648,11,17,4.0,0.0,25.14,0.4,44.39,12.72,4.84,7.99,117.204
16649,11,18,4.0,0.0,24.85,0.37,46.03,12.72,3.58,7.28,0.0
16650,11,19,4.0,0.0,24.61,0.22,46.38,11.82,2.5,6.99,0.0
16651,11,20,4.0,0.0,24.46,0.17,46.25,10.92,1.56,6.82,0.0
16652,11,21,4.0,0.0,24.48,0.23,46.1,10.02,6.23,6.77,0.0
16653,11,22,4.0,0.0,24.33,0.09,45.69,9.13,6.56,7.04,0.0
16654,11,23,4.0,0.0,24.21,0.01,45.5,5.08,6.71,4.32,0.0
16655,11,24,4.0,0.0,23.98,0.01,46.03,2.38,2.34,2.56,0.0
16656,11,1,5.0,0.0,24.16,0.0,45.52,2.38,0.0,0.0,0.0
16657,11,2,5.0,0.0,24.96,0.0,44.54,1.92,0.0,0.0,0.0
16658,11,3,5.0,0.0,25.36,0.0,47.88,2.37,0.0,0.0,0.0
16659,11,4,5.0,0.0,24.41,0.17,42.7,1.92,0.0,0.32,0.0
16660,11,5,5.0,0.0,24.4,0.13,42.55,3.27,0.0,0.24,0.0
16661,11,6,5.0,0.0,24.11,0.01,45.53,6.43,0.0,0.24,0.0
16662,11,7,5.0,0.0,24.02,0.01,46.6,6.88,2.39,0.32,0.0
16663,11,8,5.0,0.0,24.16,0.01,46.94,7.78,2.34,1.13,90.2995
16664,11,9,5.0,0.0,24.31,0.01,46.97,9.13,5.16,3.59,104.521
16665,11,10,5.0,0.0,24.54,0.01,45.85,10.47,2.03,4.85,224.324
16666,11,11,5.0,0.0,24.82,0.0,44.6,12.72,1.56,7.28,246.369
16667,11,12,5.0,0.0,25.63,0.63,45.12,14.07,11.25,9.28,254.043
16668,11,13,5.0,0.0,25.87,0.87,43.96,13.17,4.84,16.93,475.94
16669,11,14,5.0,0.0,25.91,0.91,43.34,12.27,15.32,20.65,612.679
16670,11,15,5.0,0.0,26.0,1.01,42.23,11.37,14.39,17.54,446.361
16671,11,16,5.0,0.0,25.58,0.58,43.71,11.37,3.44,13.58,281.752
16672,11,17,5.0,0.0,25.38,0.45,45.37,12.72,4.84,9.49,116.033
16673,11,18,5.0,0.0,25.02,0.41,46.7,12.72,3.6,7.88,0.0
16674,11,19,5.0,0.0,24.71,0.26,47.27,11.82,2.5,7.38,0.0
16675,11,20,5.0,0.0,24.63,0.22,46.73,10.92,1.56,7.38,0.0
16676,11,21,5.0,0.0,24.65,0.27,46.67,10.02,6.25,7.38,0.0
16677,11,22,5.0,0.0,24.43,0.14,46.65,9.13,6.56,7.38,0.0
16678,11,23,5.0,0.0,24.16,0.01,47.08,5.08,6.71,4.43,0.0
16679,11,24,5.0,0.0,23.94,0.01,47.74,2.38,2.35,2.66,0.0
16680,11,1,8.0,0.0,24.23,0.0,47.22,2.38,0.0,0.0,0.0
16681,11,2,8.0,0.0,25.13,0.0,46.07,1.92,0.0,0.0,0.0
16682,11,3,8.0,0.0,25.58,0.0,49.3,2.37,0.0,0.0,0.0
16683,11,4,8.0,0.0,24.62,0.26,44.48,1.92,0.0,0.69,0.0
16684,11,5,8.0,0.0,24.62,0.21,44.3,3.27,0.0,0.27,0.0
16685,11,6,8.0,0.0,24.2,0.0,47.8,6.41,0.0,0.29,0.0
16686,11,7,8.0,0.0,24.11,0.01,48.3,6.88,0.0,0.17,0.0
16687,11,8,8.0,0.0,24.3,0.01,49.37,7.78,2.41,1.75,64.2494
16688,11,9,8.0,0.0,24.61,0.0,48.89,9.13,2.35,4.12,246.919
16689,11,10,8.0,0.0,24.95,0.0,46.67,10.47,2.35,8.26,420.715
16690,11,11,8.0,0.0,25.0,0.01,44.39,12.72,1.56,17.88,420.167
16691,11,12,8.0,0.0,25.65,0.65,43.48,14.07,11.28,22.46,447.178
16692,11,13,8.0,0.0,26.08,1.08,42.73,13.17,9.4,26.89,472.205
16693,11,14,8.0,0.0,25.99,1.0,41.44,12.27,15.35,26.07,376.38
16694,11,15,8.0,0.0,26.01,1.01,41.91,11.37,14.42,22.06,313.502
16695,11,16,8.0,0.0,25.6,0.6,42.25,11.37,3.92,19.63,237.035
16696,11,17,8.0,0.0,25.36,0.36,44.27,12.72,3.92,16.68,114.552
16697,11,18,8.0,0.0,25.18,0.32,48.15,12.72,3.6,9.6,0.0
16698,11,19,8.0,0.0,24.84,0.17,48.71,11.82,2.5,8.77,0.0
16699,11,20,8.0,0.0,24.72,0.13,48.64,10.92,1.57,8.63,0.0
16700,11,21,8.0,0.0,24.79,0.18,48.52,10.02,6.26,8.8,0.0
16701,11,22,8.0,0.0,24.5,0.04,48.66,9.13,6.58,8.72,0.0
16702,11,23,8.0,0.0,24.32,0.01,49.08,5.08,6.73,5.34,0.0
16703,11,24,8.0,0.0,24.21,0.01,48.86,2.38,0.0,3.04,0.0
16704,11,1,7.0,0.0,24.53,0.0,48.93,2.38,0.0,0.0,0.0
16705,11,2,7.0,0.0,25.31,0.0,48.78,1.92,0.0,0.0,0.0
16706,11,3,7.0,0.0,25.61,0.0,52.42,2.37,0.0,0.0,0.0
16707,11,4,7.0,0.0,24.64,0.27,46.95,1.92,0.0,0.68,0.0
16708,11,5,7.0,0.0,24.62,0.22,46.56,3.27,0.0,0.28,0.0
16709,11,6,7.0,0.0,24.17,0.0,48.06,6.41,0.0,0.27,0.0
16710,11,7,7.0,0.0,24.13,0.01,46.99,6.88,0.0,0.43,0.0
16711,11,8,7.0,0.0,24.58,0.0,46.29,7.78,2.42,2.91,96.7952
16712,11,9,7.0,0.0,24.98,0.0,44.61,9.13,2.36,7.94,296.4
16713,11,10,7.0,0.0,25.0,0.0,42.67,10.47,2.36,16.96,461.864
16714,11,11,7.0,0.0,25.0,0.0,40.71,12.72,1.57,20.94,572.636
16715,11,12,7.0,0.0,25.71,0.71,41.55,14.07,11.3,26.11,636.601
16716,11,13,7.0,0.0,26.14,1.14,40.04,13.17,9.42,28.06,637.615
16717,11,14,7.0,0.0,26.07,1.07,37.88,12.27,15.38,28.02,589.121
16718,11,15,7.0,0.0,26.08,1.08,37.8,11.37,14.45,25.33,487.421
16719,11,16,7.0,0.0,25.67,0.68,39.43,11.37,3.92,23.92,326.353
16720,11,17,7.0,0.0,25.5,0.5,41.82,12.72,3.92,21.27,112.634
16721,11,18,7.0,0.0,25.45,0.45,43.98,12.72,3.61,16.22,0.0
16722,11,19,7.0,0.0,25.33,0.33,46.33,11.82,2.51,15.07,0.0
16723,11,20,7.0,0.0,25.3,0.3,46.67,10.92,1.57,15.86,0.0
16724,11,21,7.0,0.0,25.3,0.34,48.1,10.02,6.27,11.26,0.0
16725,11,22,7.0,0.0,25.05,0.22,49.57,9.13,6.6,10.08,0.0
16726,11,23,7.0,0.0,24.62,0.02,50.55,5.08,6.75,7.11,0.0
16727,11,24,7.0,0.0,24.34,0.01,50.7,2.38,0.0,3.52,0.0
16728,11,1,1.0,0.0,24.61,0.0,50.31,2.38,0.0,0.0,0.0
16729,11,2,1.0,0.0,25.47,0.0,49.71,1.92,0.0,0.0,0.0
16730,11,3,1.0,0.0,25.77,0.0,53.28,2.37,0.0,0.0,0.0
16731,11,4,1.0,0.0,24.74,0.27,47.75,1.92,0.0,0.83,0.0
16732,11,5,1.0,0.0,24.74,0.24,47.38,3.27,0.0,0.29,0.0
16733,11,6,1.0,0.0,24.23,0.0,49.28,6.41,0.0,0.32,0.0
16734,11,7,1.0,0.0,24.05,0.01,49.03,6.88,0.0,0.12,0.0
16735,11,8,1.0,0.0,24.38,0.01,50.12,7.78,2.42,2.59,41.1699
16736,11,9,1.0,0.0,24.79,0.0,50.38,9.13,2.36,5.39,188.867
16737,11,10,1.0,0.0,25.0,0.0,48.61,10.47,2.36,10.46,256.368
16738,11,11,1.0,0.0,25.0,0.0,45.24,12.72,1.57,19.26,372.41
16739,11,12,1.0,0.0,25.67,0.67,43.84,14.07,11.32,23.59,601.011
16740,11,13,1.0,0.0,26.04,1.04,41.61,13.17,9.44,25.75,629.258
16741,11,14,1.0,0.0,26.01,1.01,38.37,12.27,15.41,25.28,583.853
16742,11,15,1.0,0.0,26.02,1.02,38.09,11.37,14.48,22.63,444.976
16743,11,16,1.0,0.0,25.63,0.63,37.2,11.37,3.93,18.31,174.075
16744,11,17,1.0,0.0,25.37,0.37,38.44,12.72,3.93,15.8,41.8735
16745,11,18,1.0,0.0,25.31,0.31,42.19,12.72,3.62,10.78,0.0
16746,11,19,1.0,0.0,25.16,0.16,43.14,11.82,2.51,8.85,0.0
16747,11,20,1.0,0.0,25.02,0.13,43.85,10.92,1.58,8.63,0.0
16748,11,21,1.0,0.0,24.83,0.19,45.34,10.02,6.28,8.16,0.0
16749,11,22,1.0,0.0,24.33,0.05,46.43,9.13,6.61,7.49,0.0
16750,11,23,1.0,0.0,24.04,0.01,46.64,5.08,6.76,3.72,0.0
16751,11,24,1.0,0.0,23.89,0.01,46.54,2.38,0.0,1.97,0.0
16752,11,1,2.0,0.0,24.1,0.0,47.28,2.38,0.0,0.0,0.0
16753,11,2,2.0,0.0,24.99,0.0,46.45,1.92,0.0,0.0,0.0
16754,11,3,2.0,0.0,25.44,0.0,49.68,2.37,0.0,0.0,0.0
16755,11,4,2.0,0.0,24.53,0.22,44.68,1.92,0.0,0.46,0.0
16756,11,5,2.0,0.0,24.57,0.2,44.12,3.27,0.0,0.26,0.0
16757,11,6,2.0,0.0,24.22,0.02,46.16,6.43,0.0,0.26,0.0
16758,11,7,2.0,0.0,24.08,0.01,46.4,6.88,2.42,0.54,0.0
16759,11,8,2.0,0.0,24.4,0.01,44.73,7.78,2.36,2.17,92.7279
16760,11,9,2.0,0.0,24.87,0.0,44.97,9.13,5.19,5.83,290.981
16761,11,10,2.0,0.0,25.0,0.0,43.69,10.47,2.05,14.47,451.3
16762,11,11,2.0,0.0,25.0,0.0,39.86,12.72,1.58,19.08,567.259
16763,11,12,2.0,0.0,25.72,0.72,38.49,14.07,11.35,22.97,510.567
16764,11,13,2.0,0.0,26.02,1.02,37.53,13.17,4.89,26.27,521.06
16765,11,14,2.0,0.0,25.99,1.0,38.31,12.27,15.44,25.12,416.109
16766,11,15,2.0,0.0,26.06,1.07,40.61,11.37,14.5,20.97,167.113
16767,11,16,2.0,0.0,25.6,0.6,40.99,11.37,3.47,18.62,116.091
16768,11,17,2.0,0.0,25.46,0.46,43.66,12.72,4.88,18.28,62.7036
16769,11,18,2.0,0.0,25.41,0.41,46.9,12.72,3.62,13.67,0.0
16770,11,19,2.0,0.0,25.26,0.28,47.1,11.82,2.52,10.07,0.0
16771,11,20,2.0,0.0,25.09,0.25,47.04,10.92,1.57,9.16,0.0
16772,11,21,2.0,0.0,25.13,0.31,46.9,10.02,6.3,9.2,0.0
16773,11,22,2.0,0.0,24.93,0.17,46.86,9.13,6.61,9.32,0.0
16774,11,23,2.0,0.0,24.57,0.01,47.51,5.08,6.78,6.39,0.0
16775,11,24,2.0,0.0,24.42,0.01,47.76,2.38,2.36,4.51,0.0
16776,12,1,3.0,0.0,25.0,0.0,47.21,2.38,0.0,0.0,0.0
16777,12,2,3.0,0.0,25.77,0.0,47.4,1.92,0.0,0.0,0.0
16778,12,3,3.0,0.0,25.91,0.0,51.13,2.37,0.0,0.0,0.0
16779,12,4,3.0,0.0,24.85,0.3,46.0,1.92,0.0,1.03,0.0
16780,12,5,3.0,0.0,25.08,0.52,44.96,3.27,0.0,2.98,0.0
16781,12,6,3.0,0.0,24.54,0.09,46.83,6.43,0.0,4.83,0.0
16782,12,7,3.0,0.0,24.39,0.01,48.24,6.88,2.43,3.65,0.0
16783,12,8,3.0,0.0,24.47,0.01,49.29,7.78,2.37,2.4,67.2597
16784,12,9,3.0,0.0,24.8,0.0,50.01,9.13,5.21,6.06,189.465
16785,12,10,3.0,0.0,25.0,0.01,48.99,10.47,2.05,12.15,205.734
16786,12,11,3.0,0.0,25.0,0.0,46.46,12.72,1.58,18.3,308.871
16787,12,12,3.0,0.0,25.61,0.61,48.22,14.07,11.37,23.87,203.228
16788,12,13,3.0,0.0,25.75,0.75,48.82,13.17,4.9,26.26,208.871
16789,12,14,3.0,0.0,25.81,0.81,48.93,12.27,15.47,25.0,228.245
16790,12,15,3.0,0.0,25.91,0.91,46.41,11.37,14.53,22.65,169.026
16791,12,16,3.0,0.0,25.49,0.49,47.04,11.37,3.48,17.24,61.7725
16792,12,17,3.0,0.0,25.3,0.3,50.21,12.72,4.89,11.01,21.4557
16793,12,18,3.0,0.0,25.01,0.25,49.84,12.72,3.63,9.51,0.0
16794,12,19,3.0,0.0,24.76,0.12,48.89,11.82,2.53,8.84,0.0
16795,12,20,3.0,0.0,24.72,0.02,48.5,10.92,1.57,8.52,0.0
16796,12,21,3.0,0.0,24.74,0.06,48.3,10.02,6.32,8.83,0.0
16797,12,22,3.0,0.0,24.51,0.01,48.74,9.13,6.63,8.14,0.0
16798,12,23,3.0,0.0,24.32,0.01,48.55,5.08,6.79,4.89,0.0
16799,12,24,3.0,0.0,24.15,0.01,48.06,2.38,2.36,3.19,0.0
16800,12,1,4.0,0.0,24.43,0.0,47.77,2.38,0.0,0.0,0.0
16801,12,2,4.0,0.0,25.13,0.0,47.26,1.92,0.0,0.0,0.0
16802,12,3,4.0,0.0,25.37,0.0,51.08,2.37,0.0,0.0,0.0
16803,12,4,4.0,0.0,24.28,0.07,45.34,1.92,0.0,0.24,0.0
16804,12,5,4.0,0.0,24.1,0.0,44.57,3.27,0.0,0.0,0.0
16805,12,6,4.0,0.0,23.78,0.0,45.23,6.43,0.0,0.27,0.0
16806,12,7,4.0,0.0,23.64,0.01,42.65,6.88,2.43,0.0,0.0
16807,12,8,4.0,0.0,23.62,0.01,39.15,7.78,2.37,0.0,15.3912
16808,12,9,4.0,0.0,23.62,0.01,37.83,9.13,5.22,0.0,21.1136
16809,12,10,4.0,0.0,23.62,0.01,36.05,10.47,2.05,0.0,38.7963
16810,12,11,4.0,0.0,23.62,0.01,34.89,12.72,1.59,0.0,36.3467
16811,12,12,4.0,0.0,24.09,0.48,35.77,14.07,11.39,0.86,135.953
16812,12,13,4.0,0.0,24.24,0.63,36.35,13.17,4.91,1.2,199.547
16813,12,14,4.0,0.0,24.22,0.61,35.09,12.27,15.5,1.4,261.41
16814,12,15,4.0,0.0,24.32,0.71,33.96,11.37,14.57,1.54,112.476
16815,12,16,4.0,0.0,23.83,0.22,34.39,11.37,3.48,1.49,59.8803
16816,12,17,4.0,0.0,23.65,0.04,33.78,12.72,4.9,1.22,13.4809
16817,12,18,4.0,0.0,23.63,0.02,32.26,12.72,3.64,1.05,0.0
16818,12,19,4.0,0.0,23.62,0.0,30.99,11.82,2.53,0.45,0.0
16819,12,20,4.0,0.0,23.62,0.01,31.41,10.92,1.58,0.29,0.0
16820,12,21,4.0,0.0,23.65,0.04,31.3,10.02,6.33,0.53,0.0
16821,12,22,4.0,0.0,23.62,0.01,30.19,9.13,6.64,0.02,0.0
16822,12,23,4.0,0.0,23.61,0.0,28.25,5.08,6.8,0.0,0.0
16823,12,24,4.0,0.0,23.28,0.0,26.68,2.38,2.38,0.0,0.0
16824,12,1,5.0,0.0,22.0,0.0,26.89,2.38,0.0,0.0,0.0
16825,12,2,5.0,0.0,23.39,0.0,26.2,1.92,0.0,0.0,0.0
16826,12,3,5.0,0.0,23.81,0.0,29.99,2.37,0.0,0.0,0.0
16827,12,4,5.0,0.0,23.16,0.0,24.85,1.92,0.0,0.0,0.0
16828,12,5,5.0,0.0,23.01,0.0,23.46,3.27,0.0,0.0,0.0
16829,12,6,5.0,0.0,22.51,0.0,23.74,6.43,0.0,0.0,0.0
16830,12,7,5.0,0.0,22.42,0.0,24.02,6.88,2.43,0.0,0.0
16831,12,8,5.0,0.0,22.49,0.0,24.54,7.78,2.37,0.0,30.5156
16832,12,9,5.0,0.0,22.85,0.0,24.63,9.13,5.23,0.0,101.341
16833,12,10,5.0,0.0,23.04,0.0,24.74,10.47,2.06,0.0,227.87
16834,12,11,5.0,0.0,23.35,0.0,25.05,12.72,1.58,0.0,378.727
16835,12,12,5.0,0.0,24.03,0.42,27.37,14.07,11.41,0.0,462.412
16836,12,13,5.0,0.0,24.15,0.54,27.16,13.17,4.91,0.0,461.542
16837,12,14,5.0,0.0,24.12,0.51,26.14,12.27,15.54,0.0,399.871
